,ee_layer_name,db_dataset_name,column_name,column_name_normalized,column_data_type,column_name_description,comments
286,cropping_intensity_2017-23,Cropping Intensity,doubly_cropped_area_2023,doubly_cropped_area_2023,,double cropped area for 2023,
287,cropping_intensity_2017-23,Cropping Intensity,single_non_kharif_cropped_area_2017,single_non_kharif_cropped_area_2017,,single non kharif cropped area for 2017,
288,cropping_intensity_2017-23,Cropping Intensity,doubly_cropped_area_2022,doubly_cropped_area_2022,,double cropped area for 2022,
289,cropping_intensity_2017-23,Cropping Intensity,cropping_intensity_2022,cropping_intensity_2022,,cropping intensity for 2022,
290,cropping_intensity_2017-23,Cropping Intensity,single_non_kharif_cropped_area_2019,single_non_kharif_cropped_area_2019,,single non kharif cropped area for 2019,
291,cropping_intensity_2017-23,Cropping Intensity,cropping_intensity_2021,cropping_intensity_2021,,cropping intensity for 2021,
292,cropping_intensity_2017-23,Cropping Intensity,single_non_kharif_cropped_area_2018,single_non_kharif_cropped_area_2018,,single non kharif cropped area for 2018,
293,cropping_intensity_2017-23,Cropping Intensity,cropping_intensity_2020,cropping_intensity_2020,,cropping intensity for 2020,
294,cropping_intensity_2017-23,Cropping Intensity,system:index,system:index,,,
295,cropping_intensity_2017-23,Cropping Intensity,single_cropped_area_2017,single_cropped_area_2017,,single cropped area for 2017,
296,drought_2017_2022,Drought,rd21-6-26,rd21-6-26,,rainfall deviation ,
297,drought_2017_2022,Drought,rd20-9-4,rd20-9-4,,rainfall deviation ,
298,drought_2017_2022,Drought,rd17-6-4,rd17-6-4,,rainfall deviation ,
299,drought_2017_2022,Drought,rd18-6-20,rd18-6-20,,rainfall deviation ,
300,drought_2017_2022,Drought,rd21-7-3,rd21-7-3,,rainfall deviation ,
301,drought_2017_2022,Drought,rd20-9-11,rd20-9-11,,rainfall deviation ,
302,drought_2017_2022,Drought,rd18-6-27,rd18-6-27,,rainfall deviation ,
303,drought_2017_2022,Drought,rd17-10-29,rd17-10-29,,rainfall deviation ,
304,drought_2017_2022,Drought,frth3_2019,frth3_2019,,frequency of drought for 2019 at threshold 3,
305,drought_2017_2022,Drought,frth3_2017,frth3_2017,,frequency of drought for 2017 at threshold 3,
306,drought_2017_2022,Drought,rd19-9-18,rd19-9-18,,rainfall deviation ,
307,drought_2017_2022,Drought,frth3_2018,frth3_2018,,frequency of drought for 2018 at threshold 3,
308,drought_2017_2022,Drought,kh_cr_2020,kh_cr_2020,,kharif cropped sqkm for 2020,
309,drought_2017_2022,Drought,kh_cr_2021,kh_cr_2021,,kharif cropped sqkm for 2021,
310,drought_2017_2022,Drought,rd20-9-18,rd20-9-18,,rainfall deviation ,
311,drought_2017_2022,Drought,kh_cr_2022,kh_cr_2022,,kharif cropped sqkm for 2022,
312,drought_2017_2022,Drought,rd19-9-11,rd19-9-11,,rainfall deviation ,
313,drought_2017_2022,Drought,rd22-9-25,rd22-9-25,,rainfall deviation ,
314,drought_2017_2022,Drought,rd17-8-27,rd17-8-27,,rainfall deviation ,
315,drought_2017_2022,Drought,kh_cr_2017,kh_cr_2017,,kharif cropped sqkm for 2017,
316,drought_2017_2022,Drought,rd20-10-2,rd20-10-2,,rainfall deviation ,
317,drought_2017_2022,Drought,kh_cr_2018,kh_cr_2018,,kharif cropped sqkm for 2018,
318,drought_2017_2022,Drought,rd19-9-4,rd19-9-4,,rainfall deviation ,
319,drought_2017_2022,Drought,kh_cr_2019,kh_cr_2019,,kharif cropped sqkm for 2019,
320,drought_2017_2022,Drought,rd17-8-20,rd17-8-20,,rainfall deviation ,
321,drought_2017_2022,Drought,rd20-10-9,rd20-10-9,,rainfall deviation ,
322,drought_2017_2022,Drought,rd18-6-13,rd18-6-13,,rainfall deviation ,
323,drought_2017_2022,Drought,rd19-9-25,rd19-9-25,,rainfall deviation ,
324,drought_2017_2022,Drought,rd17-10-1,rd17-10-1,,rainfall deviation ,
325,drought_2017_2022,Drought,rd17-10-8,rd17-10-8,,rainfall deviation ,
326,drought_2017_2022,Drought,rd17-7-9,rd17-7-9,,rainfall deviation ,
327,drought_2017_2022,Drought,rd19-10-2,rd19-10-2,,rainfall deviation ,
328,drought_2017_2022,Drought,rd17-8-13,rd17-8-13,,rainfall deviation ,
329,drought_2017_2022,Drought,rd21-7-10,rd21-7-10,,rainfall deviation ,
330,drought_2017_2022,Drought,frth1_2019,frth1_2019,,frequency of drought for 2019 at threshold 1,
331,drought_2017_2022,Drought,rd21-8-7,rd21-8-7,,rainfall deviation ,
332,drought_2017_2022,Drought,rd18-7-11,rd18-7-11,,rainfall deviation ,
333,drought_2017_2022,Drought,rd17-7-2,rd17-7-2,,rainfall deviation ,
334,drought_2017_2022,Drought,rd19-10-9,rd19-10-9,,rainfall deviation ,
335,drought_2017_2022,Drought,t_wks_2017,t_wks_2017,,total weeks analysed in 2017,
336,drought_2017_2022,Drought,frth1_2017,frth1_2017,,frequency of drought for 2017 at threshold 1,
337,drought_2017_2022,Drought,rd22-10-9,rd22-10-9,,rainfall deviation ,
338,drought_2017_2022,Drought,rd21-7-17,rd21-7-17,,rainfall deviation ,
339,drought_2017_2022,Drought,frth1_2018,frth1_2018,,frequency of drought for 2018 at threshold 1,
340,drought_2017_2022,Drought,inth3_2020,inth3_2020,,intensity of drought 2020 at threshold 3,
341,drought_2017_2022,Drought,uid,uid,,unique identifier,
342,drought_2017_2022,Drought,inth3_2021,inth3_2021,,intensity of drought 2021 at threshold 3,
343,drought_2017_2022,Drought,rd20-8-21,rd20-8-21,,rainfall deviation ,
344,drought_2017_2022,Drought,rd18-7-18,rd18-7-18,,rainfall deviation ,
345,drought_2017_2022,Drought,t_wks_2018,t_wks_2018,,total weeks analysed in 2018,
346,drought_2017_2022,Drought,inth3_2022,inth3_2022,,intensity of drought 2022 at threshold 3,
347,drought_2017_2022,Drought,t_wks_2019,t_wks_2019,,total weeks analysed in 2019,
348,drought_2017_2022,Drought,rd19-8-28,rd19-8-28,,rainfall deviation ,
349,drought_2017_2022,Drought,rd20-8-28,rd20-8-28,,rainfall deviation ,
350,drought_2017_2022,Drought,rd22-6-5,rd22-6-5,,rainfall deviation ,
351,drought_2017_2022,Drought,rd20-10-16,rd20-10-16,,rainfall deviation ,
352,drought_2017_2022,Drought,rd19-8-21,rd19-8-21,,rainfall deviation ,
353,drought_2017_2022,Drought,rd22-9-11,rd22-9-11,,rainfall deviation ,
354,drought_2017_2022,Drought,rd21-7-24,rd21-7-24,,rainfall deviation ,
355,drought_2017_2022,Drought,rd19-8-7,rd19-8-7,,rainfall deviation ,
356,drought_2017_2022,Drought,rd17-7-30,rd17-7-30,,rainfall deviation ,
357,drought_2017_2022,Drought,frth3_2022,frth3_2022,,frequency of drought for 2022 at threshold 3,
358,drought_2017_2022,Drought,frth3_2020,frth3_2020,,frequency of drought for 2020 at threshold 3,
359,drought_2017_2022,Drought,frth3_2021,frth3_2021,,frequency of drought for 2021 at threshold 3,
360,drought_2017_2022,Drought,rd20-8-14,rd20-8-14,,rainfall deviation ,
361,drought_2017_2022,Drought,inth3_2017,inth3_2017,,intensity of drought 2017 at threshold 3,
362,drought_2017_2022,Drought,inth3_2018,inth3_2018,,intensity of drought 2018 at threshold 3,
363,drought_2017_2022,Drought,rd22-9-18,rd22-9-18,,rainfall deviation ,
364,drought_2017_2022,Drought,inth3_2019,inth3_2019,,intensity of drought 2019 at threshold 3,
365,drought_2017_2022,Drought,system:index,system:index,,,
366,drought_2017_2022,Drought,rd20-7-3,rd20-7-3,,rainfall deviation ,
367,drought_2017_2022,Drought,rd17-8-6,rd17-8-6,,rainfall deviation ,
368,drought_2017_2022,Drought,rd17-7-23,rd17-7-23,,rainfall deviation ,
369,drought_2017_2022,Drought,rd20-10-30,rd20-10-30,,rainfall deviation ,
370,drought_2017_2022,Drought,w_mld_2017,w_mld_2017,,number of weeks in mild drought for 2017,
371,drought_2017_2022,Drought,w_mld_2018,w_mld_2018,,number of weeks in mild drought for 2018,
372,drought_2017_2022,Drought,w_mld_2019,w_mld_2019,,number of weeks in mild drought for 2019,
373,drought_2017_2022,Drought,rd22-5-29,rd22-5-29,,rainfall deviation ,
374,drought_2017_2022,Drought,rd20-7-31,rd20-7-31,,rainfall deviation ,
375,drought_2017_2022,Drought,rd18-6-6,rd18-6-6,,rainfall deviation ,
376,drought_2017_2022,Drought,w_mld_2020,w_mld_2020,,number of weeks in mild drought for 2020,
377,drought_2017_2022,Drought,w_mld_2021,w_mld_2021,,number of weeks in mild drought for 2021,
378,drought_2017_2022,Drought,w_mld_2022,w_mld_2022,,number of weeks in mild drought for 2022,
379,drought_2017_2022,Drought,rd19-7-3,rd19-7-3,,rainfall deviation ,
380,drought_2017_2022,Drought,rd18-10-31,rd18-10-31,,rainfall deviation ,
381,drought_2017_2022,Drought,rd19-10-23,rd19-10-23,,rainfall deviation ,
382,drought_2017_2022,Drought,t_wks_2020,t_wks_2020,,total weeks analysed in 2020,
383,drought_2017_2022,Drought,rd19-5-29,rd19-5-29,,rainfall deviation ,
384,drought_2017_2022,Drought,m_ons_2017,m_ons_2017,,monsoon onset for 2017,
385,drought_2017_2022,Drought,t_wks_2021,t_wks_2021,,total weeks analysed in 2021,
386,drought_2017_2022,Drought,m_ons_2019,m_ons_2019,,monsoon onset for 2019,
387,drought_2017_2022,Drought,t_wks_2022,t_wks_2022,,total weeks analysed in 2022,
388,drought_2017_2022,Drought,m_ons_2018,m_ons_2018,,monsoon onset for 2018,
389,drought_2017_2022,Drought,rd21-5-29,rd21-5-29,,rainfall deviation ,
390,drought_2017_2022,Drought,frth1_2022,frth1_2022,,frequency of drought for 2022 at threshold 1,
391,drought_2017_2022,Drought,m_ons_2020,m_ons_2020,,monsoon onset for 2020,
392,drought_2017_2022,Drought,m_ons_2022,m_ons_2022,,monsoon onset for 2022,
393,drought_2017_2022,Drought,m_ons_2021,m_ons_2021,,monsoon onset for 2021,
394,drought_2017_2022,Drought,frth1_2020,frth1_2020,,frequency of drought for 2020 at threshold 1,
395,drought_2017_2022,Drought,frth1_2021,frth1_2021,,frequency of drought for 2021 at threshold 1,
396,drought_2017_2022,Drought,rd20-7-24,rd20-7-24,,rainfall deviation ,
397,drought_2017_2022,Drought,rd21-10-16,rd21-10-16,,rainfall deviation ,
398,drought_2017_2022,Drought,rd20-10-23,rd20-10-23,,rainfall deviation ,
399,drought_2017_2022,Drought,rd17-7-16,rd17-7-16,,rainfall deviation ,
400,drought_2017_2022,Drought,rd19-10-16,rd19-10-16,,rainfall deviation ,
401,drought_2017_2022,Drought,rd20-8-7,rd20-8-7,,rainfall deviation ,
402,drought_2017_2022,Drought,rd17-9-3,rd17-9-3,,rainfall deviation ,
403,drought_2017_2022,Drought,rd22-10-30,rd22-10-30,,rainfall deviation ,
404,drought_2017_2022,Drought,rd18-10-24,rd18-10-24,,rainfall deviation ,
405,drought_2017_2022,Drought,rd18-5-30,rd18-5-30,,rainfall deviation ,
406,drought_2017_2022,Drought,rd21-6-5,rd21-6-5,,rainfall deviation ,
407,drought_2017_2022,Drought,rd17-10-15,rd17-10-15,,rainfall deviation ,
408,drought_2017_2022,Drought,w_mod_2022,w_mod_2022,,number of weeks in moderate drought for 2022,
409,drought_2017_2022,Drought,rd20-7-10,rd20-7-10,,rainfall deviation ,
410,drought_2017_2022,Drought,w_mod_2021,w_mod_2021,,number of weeks in moderate drought for 2021,
411,drought_2017_2022,Drought,w_mod_2020,w_mod_2020,,number of weeks in moderate drought for 2020,
412,drought_2017_2022,Drought,w_no_2017,w_no_2017,,number of weeks in no drought for 2017,
413,drought_2017_2022,Drought,w_no_2018,w_no_2018,,number of weeks in no drought for 2018,
414,drought_2017_2022,Drought,w_no_2019,w_no_2019,,number of weeks in no drought for 2019,
415,drought_2017_2022,Drought,rd18-7-4,rd18-7-4,,rainfall deviation ,
416,drought_2017_2022,Drought,frth2_2020,frth2_2020,,frequency of drought for 2020 at threshold 2,
417,drought_2017_2022,Drought,rd18-10-17,rd18-10-17,,rainfall deviation ,
418,drought_2017_2022,Drought,frth2_2022,frth2_2022,,frequency of drought for 2022 at threshold 2,
419,drought_2017_2022,Drought,frth2_2021,frth2_2021,,frequency of drought for 2021 at threshold 2,
420,drought_2017_2022,Drought,rd20-7-17,rd20-7-17,,rainfall deviation ,
421,drought_2017_2022,Drought,rd21-10-23,rd21-10-23,,rainfall deviation ,
422,drought_2017_2022,Drought,rd19-6-5,rd19-6-5,,rainfall deviation ,
423,drought_2017_2022,Drought,rd18-10-10,rd18-10-10,,rainfall deviation ,
424,drought_2017_2022,Drought,frth2_2017,frth2_2017,,frequency of drought for 2017 at threshold 2,
425,drought_2017_2022,Drought,rd22-10-23,rd22-10-23,,rainfall deviation ,
426,drought_2017_2022,Drought,rd21-10-30,rd21-10-30,,rainfall deviation ,
427,drought_2017_2022,Drought,rd17-6-25,rd17-6-25,,rainfall deviation ,
428,drought_2017_2022,Drought,frth2_2019,frth2_2019,,frequency of drought for 2019 at threshold 2,
429,drought_2017_2022,Drought,rd21-6-12,rd21-6-12,,rainfall deviation ,
430,drought_2017_2022,Drought,frth2_2018,frth2_2018,,frequency of drought for 2018 at threshold 2,
431,drought_2017_2022,Drought,rd17-10-22,rd17-10-22,,rainfall deviation ,
432,drought_2017_2022,Drought,rd21-6-19,rd21-6-19,,rainfall deviation ,
433,drought_2017_2022,Drought,w_mod_2019,w_mod_2019,,number of weeks in moderate drought for 2019,
434,drought_2017_2022,Drought,w_mod_2018,w_mod_2018,,number of weeks in moderate drought for 2018,
435,drought_2017_2022,Drought,w_no_2020,w_no_2020,,number of weeks in no drought for 2020,
436,drought_2017_2022,Drought,w_mod_2017,w_mod_2017,,number of weeks in moderate drought for 2017,
437,drought_2017_2022,Drought,w_no_2021,w_no_2021,,number of weeks in no drought for 2021,
438,drought_2017_2022,Drought,w_no_2022,w_no_2022,,number of weeks in no drought for 2022,
439,drought_2017_2022,Drought,avg_dryspell,avg_dryspell,,average dry spell,
440,drought_2017_2022,Drought,rd17-6-11,rd17-6-11,,rainfall deviation ,
441,drought_2017_2022,Drought,rd21-9-11,rd21-9-11,,rainfall deviation ,
442,drought_2017_2022,Drought,drysp_2019,drysp_2019,,dryspell length 2019,
443,drought_2017_2022,Drought,drysp_2018,drysp_2018,,dryspell length 2018,
444,drought_2017_2022,Drought,rd22-10-16,rd22-10-16,,rainfall deviation ,
445,drought_2017_2022,Drought,rd18-9-12,rd18-9-12,,rainfall deviation ,
446,drought_2017_2022,Drought,drysp_2017,drysp_2017,,dryspell length 2017,
447,drought_2017_2022,Drought,rd21-9-18,rd21-9-18,,rainfall deviation ,
448,drought_2017_2022,Drought,drlb_2017,drlb_2017,,drought labels 2017,
449,drought_2017_2022,Drought,rd18-8-8,rd18-8-8,,rainfall deviation ,
450,drought_2017_2022,Drought,inth0_2022,inth0_2022,,intensity of drought 2022 at threshold 0,
451,drought_2017_2022,Drought,rd18-9-19,rd18-9-19,,rainfall deviation ,
452,drought_2017_2022,Drought,rd18-8-1,rd18-8-1,,rainfall deviation ,
453,drought_2017_2022,Drought,inth0_2020,inth0_2020,,intensity of drought 2020 at threshold 0,
454,drought_2017_2022,Drought,inth0_2021,inth0_2021,,intensity of drought 2021 at threshold 0,
455,drought_2017_2022,Drought,rd22-9-4,rd22-9-4,,rainfall deviation ,
456,drought_2017_2022,Drought,rd19-6-26,rd19-6-26,,rainfall deviation ,
457,drought_2017_2022,Drought,rd20-6-26,rd20-6-26,,rainfall deviation ,
458,drought_2017_2022,Drought,rd17-6-18,rd17-6-18,,rainfall deviation ,
459,drought_2017_2022,Drought,rd21-9-25,rd21-9-25,,rainfall deviation ,
460,drought_2017_2022,Drought,rd20-6-12,rd20-6-12,,rainfall deviation ,
461,drought_2017_2022,Drought,inth2_2021,inth2_2021,,intensity of drought 2021 at threshold 2,
462,drought_2017_2022,Drought,inth2_2020,inth2_2020,,intensity of drought 2020 at threshold 2,
463,drought_2017_2022,Drought,rd22-7-17,rd22-7-17,,rainfall deviation ,
464,drought_2017_2022,Drought,rd22-7-10,rd22-7-10,,rainfall deviation ,
465,drought_2017_2022,Drought,rd20-6-19,rd20-6-19,,rainfall deviation ,
466,drought_2017_2022,Drought,inth2_2022,inth2_2022,,intensity of drought 2022 at threshold 2,
467,drought_2017_2022,Drought,rd20-6-5,rd20-6-5,,rainfall deviation ,
468,drought_2017_2022,Drought,rd19-10-30,rd19-10-30,,rainfall deviation ,
469,drought_2017_2022,Drought,rd18-9-5,rd18-9-5,,rainfall deviation ,
470,drought_2017_2022,Drought,frth0_2019,frth0_2019,,frequency of drought for 2019 at threshold 0,
471,drought_2017_2022,Drought,frth0_2018,frth0_2018,,frequency of drought for 2018 at threshold 0,
472,drought_2017_2022,Drought,frth0_2017,frth0_2017,,frequency of drought for 2017 at threshold 0,
473,drought_2017_2022,Drought,rd22-6-19,rd22-6-19,,rainfall deviation ,
474,drought_2017_2022,Drought,area_in_ha,area_in_ha,,area in hectares,
475,drought_2017_2022,Drought,rd17-5-28,rd17-5-28,,rainfall deviation ,
476,drought_2017_2022,Drought,rd22-6-12,rd22-6-12,,rainfall deviation ,
477,drought_2017_2022,Drought,rd19-6-19,rd19-6-19,,rainfall deviation ,
478,drought_2017_2022,Drought,rd18-9-26,rd18-9-26,,rainfall deviation ,
479,drought_2017_2022,Drought,frth0_2022,frth0_2022,,frequency of drought for 2022 at threshold 0,
480,drought_2017_2022,Drought,frth0_2021,frth0_2021,,frequency of drought for 2021 at threshold 0,
481,drought_2017_2022,Drought,frth0_2020,frth0_2020,,frequency of drought for 2020 at threshold 0,
482,drought_2017_2022,Drought,drlb_2019,drlb_2019,,drought labels 2019,
483,drought_2017_2022,Drought,drlb_2018,drlb_2018,,drought labels 2018,
484,drought_2017_2022,Drought,drlb_2022,drlb_2022,,drought labels 2022,
485,drought_2017_2022,Drought,drlb_2021,drlb_2021,,drought labels 2021,
486,drought_2017_2022,Drought,drlb_2020,drlb_2020,,drought labels 2020,
487,drought_2017_2022,Drought,rd22-6-26,rd22-6-26,,rainfall deviation ,
488,drought_2017_2022,Drought,rd19-6-12,rd19-6-12,,rainfall deviation ,
489,drought_2017_2022,Drought,inth0_2019,inth0_2019,,intensity of drought 2019 at threshold 0,
490,drought_2017_2022,Drought,rd20-5-29,rd20-5-29,,rainfall deviation ,
491,drought_2017_2022,Drought,inth0_2017,inth0_2017,,intensity of drought 2017 at threshold 0,
492,drought_2017_2022,Drought,inth0_2018,inth0_2018,,intensity of drought 2018 at threshold 0,
493,drought_2017_2022,Drought,pcr_k_2022,pcr_k_2022,,percent of area cropped kharif for 2022,
494,drought_2017_2022,Drought,pcr_k_2021,pcr_k_2021,,percent of area cropped kharif for 2021,
495,drought_2017_2022,Drought,rd21-7-31,rd21-7-31,,rainfall deviation ,
496,drought_2017_2022,Drought,pcr_k_2020,pcr_k_2020,,percent of area cropped kharif for 2020,
497,drought_2017_2022,Drought,rd21-9-4,rd21-9-4,,rainfall deviation ,
498,drought_2017_2022,Drought,w_sev_2020,w_sev_2020,,number of weeks in severe drought for 2020,
499,drought_2017_2022,Drought,w_sev_2017,w_sev_2017,,number of weeks in severe drought for 2017,
500,drought_2017_2022,Drought,w_sev_2019,w_sev_2019,,number of weeks in severe drought for 2019,
501,drought_2017_2022,Drought,w_sev_2018,w_sev_2018,,number of weeks in severe drought for 2018,
502,drought_2017_2022,Drought,rd22-8-14,rd22-8-14,,rainfall deviation ,
503,drought_2017_2022,Drought,rd22-7-3,rd22-7-3,,rainfall deviation ,
504,drought_2017_2022,Drought,rd19-7-31,rd19-7-31,,rainfall deviation ,
505,drought_2017_2022,Drought,rd22-8-21,rd22-8-21,,rainfall deviation ,
506,drought_2017_2022,Drought,rd21-8-14,rd21-8-14,,rainfall deviation ,
507,drought_2017_2022,Drought,pcr_k_2019,pcr_k_2019,,percent of area cropped kharif for 2019,
508,drought_2017_2022,Drought,rd18-7-25,rd18-7-25,,rainfall deviation ,
509,drought_2017_2022,Drought,pcr_k_2018,pcr_k_2018,,percent of area cropped kharif for 2018,
510,drought_2017_2022,Drought,pcr_k_2017,pcr_k_2017,,percent of area cropped kharif for 2017,
511,drought_2017_2022,Drought,rd19-8-14,rd19-8-14,,rainfall deviation ,
512,drought_2017_2022,Drought,rd22-10-2,rd22-10-2,,rainfall deviation ,
513,drought_2017_2022,Drought,rd22-8-28,rd22-8-28,,rainfall deviation ,
514,drought_2017_2022,Drought,rd17-9-24,rd17-9-24,,rainfall deviation ,
515,drought_2017_2022,Drought,rd21-8-21,rd21-8-21,,rainfall deviation ,
516,drought_2017_2022,Drought,inth1_2019,inth1_2019,,intensity of drought 2019 at threshold 1,
517,drought_2017_2022,Drought,rd18-8-22,rd18-8-22,,rainfall deviation ,
518,drought_2017_2022,Drought,inth1_2018,inth1_2018,,intensity of drought 2018 at threshold 1,
519,drought_2017_2022,Drought,inth1_2017,inth1_2017,,intensity of drought 2017 at threshold 1,
520,drought_2017_2022,Drought,rd21-8-28,rd21-8-28,,rainfall deviation ,
521,drought_2017_2022,Drought,rd19-7-10,rd19-7-10,,rainfall deviation ,
522,drought_2017_2022,Drought,inth2_2018,inth2_2018,,intensity of drought 2018 at threshold 2,
523,drought_2017_2022,Drought,inth2_2017,inth2_2017,,intensity of drought 2017 at threshold 2,
524,drought_2017_2022,Drought,rd18-8-29,rd18-8-29,,rainfall deviation ,
525,drought_2017_2022,Drought,rd19-7-17,rd19-7-17,,rainfall deviation ,
526,drought_2017_2022,Drought,inth2_2019,inth2_2019,,intensity of drought 2019 at threshold 2,
527,drought_2017_2022,Drought,rd18-10-3,rd18-10-3,,rainfall deviation ,
528,drought_2017_2022,Drought,rd22-8-7,rd22-8-7,,rainfall deviation ,
529,drought_2017_2022,Drought,rd22-7-24,rd22-7-24,,rainfall deviation ,
530,drought_2017_2022,Drought,drysp_2022,drysp_2022,,dryspell length 2022,
531,drought_2017_2022,Drought,rd17-9-17,rd17-9-17,,rainfall deviation ,
532,drought_2017_2022,Drought,drysp_2021,drysp_2021,,dryspell length 2021,
533,drought_2017_2022,Drought,inth1_2022,inth1_2022,,intensity of drought 2022 at threshold 1,
534,drought_2017_2022,Drought,rd22-7-31,rd22-7-31,,rainfall deviation ,
535,drought_2017_2022,Drought,inth1_2021,inth1_2021,,intensity of drought 2021 at threshold 1,
536,drought_2017_2022,Drought,inth1_2020,inth1_2020,,intensity of drought 2020 at threshold 1,
537,drought_2017_2022,Drought,drysp_2020,drysp_2020,,dryspell length 2020,
538,drought_2017_2022,Drought,rd17-9-10,rd17-9-10,,rainfall deviation ,
539,drought_2017_2022,Drought,rd18-8-15,rd18-8-15,,rainfall deviation ,
540,drought_2017_2022,Drought,w_sev_2022,w_sev_2022,,number of weeks in severe drought for 2022,
541,drought_2017_2022,Drought,rd21-10-9,rd21-10-9,,rainfall deviation ,
542,drought_2017_2022,Drought,w_sev_2021,w_sev_2021,,number of weeks in severe drought for 2021,
543,drought_2017_2022,Drought,rd19-7-24,rd19-7-24,,rainfall deviation ,
544,drought_2017_2022,Drought,rd21-10-2,rd21-10-2,,rainfall deviation ,
545,drought_2017_2022,Drought,rd20-9-25,rd20-9-25,,rainfall deviation ,
546,restoration_vector,Restoration Vector,uid,uid,,unique identifier,
547,restoration_vector,Restoration Vector,area_in_ha,area_in_ha,,area in hectares,
548,restoration_vector,Restoration Vector,Excluded Areas,excluded areas,,areas that are excluded from restoration,
549,restoration_vector,Restoration Vector,id,id,,id,
550,restoration_vector,Restoration Vector,Mosaic Restoration,mosaic restoration,,area of land restored using a patchwork approach,
551,restoration_vector,Restoration Vector,Protection,protection,,area that falls under protection measures,
552,restoration_vector,Restoration Vector,Wide-scale Restoration,wide-scale restoration,,area of land involved in broad sacle restoration,
553,restoration_vector,Restoration Vector,system:index,system:index,,,
554,soge_vector,SOGE,code,code,,"code of the class(Safe=1, Semi-Critical=2, Critical=3, Over-Exploited=4, Saline=5)",
555,soge_vector,SOGE,soge_block,soge_block,,block name,
556,soge_vector,SOGE,agwd_dom_i,agwd_dom_i,,annual ground water draft for domestic and industrial,
557,soge_vector,SOGE,pct_area_soge,pct_area_soge,,percentage of the area that falls under the given assessment unit,
558,soge_vector,SOGE,ar_gwr_tot,ar_gwr_tot,,annual extractable ground water replenishment,
559,soge_vector,SOGE,soge_district,soge_district,,district name,
560,soge_vector,SOGE,agwd_irr,agwd_irr,,annual ground water draft for irrigation,
561,soge_vector,SOGE,uid,uid,,unique identifier,
562,soge_vector,SOGE,soge_tehsil,soge_tehsil,,tehsil name,
563,soge_vector,SOGE,soge_state,soge_state,,state name,
564,soge_vector,SOGE,soge_objectid,soge_objectid,,object id,
565,soge_vector,SOGE,area_in_ha,area_in_ha,,area in hectares,
566,soge_vector,SOGE,sgw_dev_pe,sgw_dev_pe,,stage of ground water development in percentage,
567,soge_vector,SOGE,nat_discha,nat_discha,,natural discharge,
568,soge_vector,SOGE,max_intersection_area_ha,max_intersection_area_ha,,maximum overlapping area (in hectares),
569,soge_vector,SOGE,class,class,,"ground water resource categorization(Safe, Semi-Critical, Critical, Over-Exploited, Saline)",
570,soge_vector,SOGE,na_gwa,na_gwa,,net annual ground water availability,
571,soge_vector,SOGE,system:index,system:index,,,
572,soge_vector,SOGE,agwd_tot,agwd_tot,,total annual ground water draft,
573,lulc_vector,LULC,single_kharif_cropped_area_2019,single_kharif_cropped_area_2019,,single kharif cropped area for 2019,
574,lulc_vector,LULC,single_kharif_cropped_area_2018,single_kharif_cropped_area_2018,,single kharif cropped area for 2018,
575,lulc_vector,LULC,barrenlands_area_2017,barrenlands_area_2017,,barren land area for 2017,
576,lulc_vector,LULC,single_kharif_cropped_area_2017,single_kharif_cropped_area_2017,,single kharif cropped area for 2017,
577,lulc_vector,LULC,barrenlands_area_2018,barrenlands_area_2018,,barren land area for 2018,
578,lulc_vector,LULC,barrenlands_area_2019,barrenlands_area_2019,,barren land area for 2019,
579,lulc_vector,LULC,triply_cropped_area_2022,triply_cropped_area_2022,,tripple/annual/perennial cropping area for 2022,
580,lulc_vector,LULC,triply_cropped_area_2021,triply_cropped_area_2021,,tripple/annual/perennial cropping area for 2021,
581,lulc_vector,LULC,triply_cropped_area_2020,triply_cropped_area_2020,,tripple/annual/perennial cropping area for 2020,
582,lulc_vector,LULC,triply_cropped_area_2023,triply_cropped_area_2023,,tripple/annual/perennial cropping area for 2023,
583,lulc_vector,LULC,shrub_scrub_area_2023,shrub_scrub_area_2023,,shrubs and shrubs area for 2023,
584,lulc_vector,LULC,id,id,,id,
585,lulc_vector,LULC,shrub_scrub_area_2022,shrub_scrub_area_2022,,shrubs and shrubs area for 2022,
586,lulc_vector,LULC,shrub_scrub_area_2021,shrub_scrub_area_2021,,shrubs and shrubs area for 2021,
587,lulc_vector,LULC,shrub_scrub_area_2020,shrub_scrub_area_2020,,shrubs and shrubs area for 2020,
588,lulc_vector,LULC,barrenlands_area_2023,barrenlands_area_2023,,barren land area for 2023,
589,lulc_vector,LULC,barrenlands_area_2021,barrenlands_area_2021,,barren land area for 2021,
590,lulc_vector,LULC,barrenlands_area_2022,barrenlands_area_2022,,barren land area for 2022,
591,lulc_vector,LULC,shrub_scrub_area_2019,shrub_scrub_area_2019,,shrubs and shrubs area for 2019,
592,lulc_vector,LULC,shrub_scrub_area_2018,shrub_scrub_area_2018,,shrubs and shrubs area for 2018,
593,lulc_vector,LULC,shrub_scrub_area_2017,shrub_scrub_area_2017,,shrubs and shrubs area for 2017,
594,lulc_vector,LULC,tree_forest_area_2023,tree_forest_area_2023,,tree area(changed) for 2023,
595,lulc_vector,LULC,single_kharif_cropped_area_2023,single_kharif_cropped_area_2023,,single kharif cropped area for 2023,
596,lulc_vector,LULC,single_kharif_cropped_area_2022,single_kharif_cropped_area_2022,,single kharif cropped area for 2022,
